locus_tag	gene	type	rv_equivalent	start	end	strand	source
Erdman_3596	esxT	CDS	Rv3444c	3862988	3863291	-	ratt
Erdman_3597	esxU	CDS	Rv3445c	3863311	3863629	-	ratt
Erdman_3598	ERv3446c	CDS	Rv3446c	3863681	3864896	-	ratt
Erdman_3599	eccC4	CDS	Rv3447c	3864892	3868603	-	ratt
Erdman_3600	eccD4	CDS	Rv3448	3868716	3870120	+	ratt
Erdman_3601	mycP4	CDS	Rv3449	3870116	3871484	+	ratt
Erdman_3602	eccB4	CDS	Rv3450c	3871448	3872861	-	ratt
Erdman_3603	cut3	CDS	Rv3451	3872981	3873770	+	ratt
Erdman_3604	cut4	CDS	Rv3452	3873816	3874497	+	ratt
Erdman_3605	truA	CDS	Rv3455c	3876415	3877186	-	ratt
Erdman_3606	rplQ	CDS	Rv3456c	3877253	3877796	-	ratt
Erdman_3607	rpoA	CDS	Rv3457c	3877827	3878871	-	ratt
Erdman_3608	rpsD	CDS	Rv3458c	3879022	3879628	-	ratt
Erdman_3609	rpsK	CDS	Rv3459c	3879636	3880056	-	ratt
Erdman_3610	rpsM	CDS	Rv3460c	3880059	3880434	-	ratt
Erdman_3611	rpmJ	CDS	Rv3461c	3880649	3880763	-	ratt
Erdman_3612	infA	CDS	Rv3462c	3880795	3881017	-	ratt
Erdman_3613	ERv3463	CDS	Rv3463	3881270	3882128	+	ratt
Erdman_3614	rmlB	CDS	Rv3464	3882200	3883196	+	ratt
Erdman_3615	rmlC	CDS	Rv3465	3883197	3883806	+	ratt
Erdman_3616	ERv3466	CDS	Rv3466	3883888	3884557	+	ratt
Erdman_3617	ERv3467	CDS	Rv3467	3884327	3885563	+	ratt
Erdman_3618	Erdman_3618	CDS		3886625	3887141	+	bakta
Erdman_3619	Erdman_3619	CDS		3887196	3887418	+	bakta
Erdman_3620	Erdman_3620	CDS		3887414	3887813	+	bakta
Erdman_3621	Erdman_3621	CDS		3887812	3889228	+	bakta
Erdman_3622	Erdman_3622	CDS		3889211	3889427	+	bakta
Erdman_3623	Erdman_3623	CDS		3889423	3889819	+	bakta
Erdman_3624	Erdman_3624	CDS		3889832	3890105	+	bakta
Erdman_3625	Erdman_3625	CDS		3890101	3890416	+	bakta
Erdman_3626	Erdman_3626	CDS		3890496	3890967	+	bakta
Erdman_3627	Erdman_3627	CDS		3891140	3891653	+	bakta
Erdman_3628	gp36	CDS		3891660	3893082	+	bakta
Erdman_3629	Erdman_3629	CDS		3893071	3893935	-	bakta
Erdman_3630	Erdman_3630	CDS		3894001	3894412	-	bakta
Erdman_3631	ERv3468c	CDS	Rv3468c	3894586	3895681	-	ratt
Erdman_3632	mhpE	CDS	Rv3469c	3895684	3896695	-	ratt
Erdman_3633	ilvB2	CDS	Rv3470c	3896755	3898414	-	ratt
Erdman_3634	ERv3471c	CDS	Rv3471c	3898419	3898953	-	ratt
Erdman_3635	ERv3472	CDS	Rv3472	3898973	3899480	+	ratt
Erdman_3636	bpoA	CDS	Rv3473c	3899559	3900345	-	ratt
Erdman_3637	PE31	CDS	Rv3477	3902346	3902643	+	ratt
Erdman_3638	PPE60	CDS	Rv3478	3902679	3903861	+	ratt
Erdman_3639	ERv3479	CDS	Rv3479	3904073	3907139	+	ratt
Erdman_3640	ERv3480c	CDS	Rv3480c	3907162	3908656	-	ratt
Erdman_3641	ERv3481c	CDS	Rv3481c	3908746	3909436	-	ratt
Erdman_3642	ERv3482c	CDS	Rv3482c	3909577	3910360	-	ratt
Erdman_3643	ERv3483c	CDS	Rv3483c	3910403	3911066	-	ratt
Erdman_3644	ERv3484	CDS	Rv3484	3911331	3912870	+	ratt
Erdman_3645	ERv3485c	CDS	Rv3485c	3912875	3913820	-	ratt
Erdman_3646	ERv3486	CDS	Rv3486	3914025	3914475	+	ratt
Erdman_3647	lipF	CDS	Rv3487c	3914427	3915261	-	ratt
Erdman_3648	ERv3488	CDS	Rv3488	3915920	3916244	+	ratt
Erdman_3649	ERv3489	CDS	Rv3489	3916325	3916490	+	ratt
Erdman_3650	otsA	CDS	Rv3490	3916489	3917992	+	ratt
Erdman_3651	ERv3491	CDS	Rv3491	3918143	3918722	+	ratt
Erdman_3652	ERv3492c	CDS	Rv3492c	3918718	3919201	-	ratt
Erdman_3653	ERv3493c	CDS	Rv3493c	3919200	3919929	-	ratt
Erdman_3654	mce4F	CDS	Rv3494c	3919928	3921623	-	ratt
Erdman_3655	lprN	CDS	Rv3495c	3921633	3922788	-	ratt
Erdman_3656	mce4D	CDS	Rv3496c	3922784	3924140	-	ratt
Erdman_3657	mce4C	CDS	Rv3497c	3924136	3925210	-	ratt
Erdman_3658	mce4B	CDS	Rv3498c	3925199	3926252	-	ratt
Erdman_3659	mce4A	CDS	Rv3499c	3926251	3927454	-	ratt
Erdman_3660	yrbE4B	CDS	Rv3500c	3927473	3928316	-	ratt
Erdman_3661	yrbE4A	CDS	Rv3501c	3928350	3929115	-	ratt
Erdman_3662	ERv3502c	CDS	Rv3502c	3929340	3930294	-	ratt
Erdman_3663	fdxD	CDS	Rv3503c	3930318	3930510	-	ratt
Erdman_3664	fadE26	CDS	Rv3504	3930724	3931927	+	ratt
Erdman_3665	fadE27	CDS	Rv3505	3931951	3933073	+	ratt
Erdman_3666	fadD17	CDS	Rv3506	3933143	3934652	+	ratt
Erdman_3667	PE_PGRS53	CDS	Rv3507	3934822	3939337	+	ratt
Erdman_3668	PE_PGRS54	CDS	Rv3508	3939627	3945387	+	ratt
Erdman_3669	ilvX	CDS	Rv3509c	3945553	3947101	-	ratt
Erdman_3670	ERv3510c	CDS	Rv3510c	3947097	3947934	-	ratt
Erdman_3671	PE_PGRS55	CDS	Rv3511	3948293	3954683	+	ratt
Erdman_3672	fadD19	CDS	Rv3515c	3954811	3956458	-	ratt
Erdman_3673	echA19	CDS	Rv3516	3956531	3957323	+	ratt
Erdman_3674	ERv3517	CDS	Rv3517	3957418	3958258	+	ratt
Erdman_3675	cyp142	CDS	Rv3518c	3958312	3959509	-	ratt
Erdman_3676	ERv3519	CDS	Rv3519	3959537	3960248	+	ratt
Erdman_3677	ERv3520c	CDS	Rv3520c	3960312	3961356	-	ratt
Erdman_3678	ERv3521	CDS	Rv3521	3961508	3962420	+	ratt
Erdman_3679	ltp4	CDS	Rv3522	3962435	3963500	+	ratt
Erdman_3680	ltp3	CDS	Rv3523	3964005	3964701	+	ratt
Erdman_3681	ERv3524	CDS	Rv3524	3964742	3965774	+	ratt
Erdman_3682	ERv3525c	CDS	Rv3525c	3965787	3966312	-	ratt
Erdman_3683	kshA	CDS	Rv3526	3966426	3967587	+	ratt
Erdman_3684	ERv3527	CDS	Rv3527	3967592	3968042	+	ratt
Erdman_3685	ERv3528c	CDS	Rv3528c	3968466	3969180	-	ratt
Erdman_3686	Erdman_3686	CDS		3969410	3969608	+	bakta
Erdman_3687	ERv3529c	CDS	Rv3529c	3969871	3970732	-	ratt
Erdman_3688	ERv3530c	CDS	Rv3530c	3971025	3971808	-	ratt
Erdman_3689	ERv3531c	CDS	Rv3531c	3971804	3972932	-	ratt
Erdman_3690	PPE61	CDS	Rv3532	3973330	3974551	+	ratt
Erdman_3691	PPE62	CDS	Rv3533c	3974692	3976441	-	ratt
Erdman_3692	hsaF	CDS	Rv3534c	3976539	3977580	-	ratt
Erdman_3693	hsaG	CDS	Rv3535c	3977576	3978488	-	ratt
Erdman_3694	hsaE	CDS	Rv3536c	3978498	3979284	-	ratt
Erdman_3695	kstD	CDS	Rv3537	3979356	3981048	+	ratt
Erdman_3696	ERv3538	CDS	Rv3538	3981049	3981910	+	ratt
Erdman_3697	PPE63	CDS	Rv3539	3982046	3983486	+	ratt
Erdman_3698	ltp2	CDS	Rv3540c	3983486	3984647	-	ratt
Erdman_3699	ERv3541c	CDS	Rv3541c	3984646	3985036	-	ratt
Erdman_3700	ERv3542c	CDS	Rv3542c	3985032	3985968	-	ratt
Erdman_3701	fadE29	CDS	Rv3543c	3985964	3987128	-	ratt
Erdman_3702	fadE28	CDS	Rv3544c	3987112	3988132	-	ratt
Erdman_3703	cyp125	CDS	Rv3545c	3988131	3989433	-	ratt
Erdman_3704	fadA5	CDS	Rv3546	3989544	3990720	+	ratt
Erdman_3705	ddn	CDS	Rv3547	3990831	3991287	+	ratt
Erdman_3706	ERv3548c	CDS	Rv3548c	3991369	3992284	-	ratt
Erdman_3707	ERv3549c	CDS	Rv3549c	3992306	3993086	-	ratt
Erdman_3708	echA20	CDS	Rv3550	3993140	3993884	+	ratt
Erdman_3709	ERv3551	CDS	Rv3551	3993883	3994762	+	ratt
Erdman_3710	ERv3552	CDS	Rv3552	3994758	3995511	+	ratt
Erdman_3711	ERv3553	CDS	Rv3553	3995608	3996676	+	ratt
Erdman_3712	fdxB	CDS	Rv3554	3996672	3998730	+	ratt
Erdman_3713	ERv3555c	CDS	Rv3555c	3998817	3999687	-	ratt
Erdman_3714	fadA6	CDS	Rv3556c	3999791	4000952	-	ratt
Erdman_3715	ERv3557c	CDS	Rv3557c	4001016	4001619	-	ratt
Erdman_3716	PPE64	CDS	Rv3558	4001967	4003626	+	ratt
Erdman_3717	ERv3559c	CDS	Rv3559c	4003634	4004423	-	ratt
Erdman_3718	fadE30	CDS	Rv3560c	4004419	4005577	-	ratt
Erdman_3719	fadD3	CDS	Rv3561	4005624	4007148	+	ratt
Erdman_3720	fadE31	CDS	Rv3562	4007148	4008282	+	ratt
Erdman_3721	fadE32	CDS	Rv3563	4008278	4009238	+	ratt
Erdman_3722	fadE33	CDS	Rv3564	4009234	4010191	+	ratt
Erdman_3723	aspB	CDS	Rv3565	4010187	4011354	+	ratt
Erdman_3724	nat	CDS	Rv3566c	4011318	4012170	-	ratt
Erdman_3725	ERv3566A	CDS	Rv3566A	4012154	4012421	-	ratt
Erdman_3726	hsaB	CDS	Rv3567c	4012706	4013270	-	ratt
Erdman_3727	hsaC	CDS	Rv3568c	4013284	4014187	-	ratt
Erdman_3728	hsaD	CDS	Rv3569c	4014183	4015059	-	ratt
Erdman_3729	hsaA	CDS	Rv3570c	4015073	4016258	-	ratt
Erdman_3730	kshB	CDS	Rv3571	4016404	4017481	+	ratt
Erdman_3731	ERv3572	CDS	Rv3572	4017498	4018029	+	ratt
Erdman_3732	fadE34	CDS	Rv3573c	4018064	4020200	-	ratt
Erdman_3733	kstR	CDS	Rv3574	4020471	4021071	+	ratt
Erdman_3734	ERv3575c	CDS	Rv3575c	4021076	4022156	-	ratt
Erdman_3735	lppH	CDS	Rv3576	4022345	4023059	+	ratt
Erdman_3736	ERv3577	CDS	Rv3577	4023249	4024116	+	ratt
Erdman_3737	arsB2	CDS	Rv3578	4024129	4025371	+	ratt
Erdman_3738	ERv3579c	CDS	Rv3579c	4025412	4026381	-	ratt
Erdman_3739	cysS1	CDS	Rv3580c	4026381	4027791	-	ratt
Erdman_3740	ispF	CDS	Rv3581c	4027855	4028335	-	ratt
Erdman_3741	ispD	CDS	Rv3582c	4028331	4029027	-	ratt
Erdman_3742	ERv3583c	CDS	Rv3583c	4029043	4029532	-	ratt
Erdman_3743	lpqE	CDS	Rv3584	4029817	4030366	+	ratt
Erdman_3744	radA	CDS	Rv3585	4030431	4031874	+	ratt
Erdman_3745	ERv3586	CDS	Rv3586	4031878	4032955	+	ratt
Erdman_3746	ERv3587c	CDS	Rv3587c	4032955	4033750	-	ratt
Erdman_3747	canB	CDS	Rv3588c	4033858	4034482	-	ratt
Erdman_3748	mutY	CDS	Rv3589	4034480	4035395	+	ratt
Erdman_3749	PE_PGRS58	CDS	Rv3590c	4035391	4037146	-	ratt
Erdman_3750	ERv3591c	CDS	Rv3591c	4037256	4038030	-	ratt
Erdman_3751	ERv3592	CDS	Rv3592	4038044	4038362	+	ratt
Erdman_3752	lpqF	CDS	Rv3593	4038339	4039698	+	ratt
Erdman_3753	ERv3594	CDS	Rv3594	4039844	4040672	+	ratt
Erdman_3754	PE_PGRS59	CDS	Rv3595c	4040718	4042038	-	ratt
Erdman_3755	clpC1	CDS	Rv3596c	4042145	4044692	-	ratt
Erdman_3756	lsr2	CDS	Rv3597c	4044968	4045307	-	ratt
Erdman_3757	lysS	CDS	Rv3598c	4045410	4046928	-	ratt
Erdman_3758	tetR	CDS		4046939	4047023	-	bakta
Erdman_3759	ERv3600c	CDS	Rv3600c	4047028	4047847	-	ratt
Erdman_3760	panD	CDS	Rv3601c	4047849	4048269	-	ratt
Erdman_3761	panC	CDS	Rv3602c	4048268	4049198	-	ratt
Erdman_3762	ERv3603c	CDS	Rv3603c	4049194	4050106	-	ratt
Erdman_3763	ERv3604c	CDS	Rv3604c	4050290	4051484	-	ratt
Erdman_3764	ERv3605c	CDS	Rv3605c	4051692	4052169	-	ratt
Erdman_3765	folK	CDS	Rv3606c	4052168	4052735	-	ratt
Erdman_3766	folB	CDS	Rv3607c	4052731	4053133	-	ratt
Erdman_3767	folP1	CDS	Rv3608c	4053125	4053968	-	ratt
Erdman_3768	folE	CDS	Rv3609c	4053964	4054573	-	ratt
Erdman_3769	ftsH	CDS	Rv3610c	4054588	4056871	-	ratt
Erdman_3770	ERv3612c	CDS	Rv3612c	4057949	4058279	-	ratt
Erdman_3771	ERv3613c	CDS	Rv3613c	4058312	4058474	-	ratt
Erdman_3772	espD	CDS	Rv3614c	4058573	4059128	-	ratt
Erdman_3773	espC	CDS	Rv3615c	4059243	4059555	-	ratt
Erdman_3774	espA	CDS	Rv3616c	4059628	4060807	-	ratt
Erdman_3775	ephA	CDS	Rv3617	4062164	4063133	+	ratt
Erdman_3776	ERv3618	CDS	Rv3618	4063129	4064317	+	ratt
Erdman_3777	esxV	CDS	Rv3619c	4064415	4064700	-	ratt
Erdman_3778	esxW	CDS	Rv3620c	4064726	4065023	-	ratt
Erdman_3779	PPE65	CDS	Rv3621c	4065079	4066321	-	ratt
Erdman_3780	PE32	CDS	Rv3622c	4066330	4066630	-	ratt
Erdman_3781	lpqG	CDS	Rv3623	4066958	4067681	+	ratt
Erdman_3782	hpt	CDS	Rv3624c	4067685	4068336	-	ratt
Erdman_3783	mesJ	CDS	Rv3625c	4068332	4069304	-	ratt
Erdman_3784	ERv3626c	CDS	Rv3626c	4069282	4070335	-	ratt
Erdman_3785	ERv3627c	CDS	Rv3627c	4070331	4071717	-	ratt
Erdman_3786	ppa	CDS	Rv3628	4071854	4072343	+	ratt
Erdman_3787	ERv3629c	CDS	Rv3629c	4072388	4073486	-	ratt
Erdman_3788	ERv3630	CDS	Rv3630	4073606	4074902	+	ratt
Erdman_3789	ERv3631	CDS	Rv3631	4074945	4075671	+	ratt
Erdman_3790	ERv3632	CDS	Rv3632	4075667	4076012	+	ratt
Erdman_3791	ERv3633	CDS	Rv3633	4076222	4077098	+	ratt
Erdman_3792	galE1	CDS	Rv3634c	4077098	4078043	-	ratt
Erdman_3793	ERv3635	CDS	Rv3635	4078065	4079841	+	ratt
Erdman_3794	Erdman_3794	CDS		4080183	4080531	+	bakta
Erdman_3795	istA	CDS		4081050	4081416	+	bakta
Erdman_3796	ERv3638	CDS	Rv3638	4081415	4082162	+	ratt
Erdman_3797	ERv3639c	CDS	Rv3639c	4082315	4082882	-	ratt
Erdman_3798	ERv3640c	CDS	Rv3640c	4082951	4084181	-	ratt
Erdman_3799	fic	CDS	Rv3641c	4084356	4084992	-	ratt
Erdman_3800	ERv3642c	CDS	Rv3642c	4085002	4085197	-	ratt
Erdman_3801	ERv3643	CDS	Rv3643	4085591	4085783	+	ratt
Erdman_3802	thrU	tRNA	Rvnt39	4085796	4085869	-	ratt
Erdman_3803	ERv3644c	CDS	Rv3644c	4085947	4087153	-	ratt
Erdman_3804	ERv3645	CDS	Rv3645	4087238	4088888	+	ratt
Erdman_3805	topA	CDS	Rv3646c	4088884	4091689	-	ratt
Erdman_3806	ERv3647c	CDS	Rv3647c	4092041	4092620	-	ratt
Erdman_3807	cspA	CDS	Rv3648c	4092759	4092963	-	ratt
Erdman_3808	ERv3649	CDS	Rv3649	4093212	4095528	+	ratt
Erdman_3809	PE33	CDS	Rv3650	4095664	4095949	+	ratt
Erdman_3810	ERv3651	CDS	Rv3651	4096272	4097310	+	ratt
Erdman_3811	PE_PGRS60	CDS	Rv3652	4098063	4098378	+	ratt
Erdman_3812	PE_PGRS61	CDS	Rv3653	4098371	4098986	+	ratt
Erdman_3813	ERv3655c	CDS	Rv3655c	4099118	4099775	-	ratt
Erdman_3814	ERv3654c	CDS	Rv3654c	4099118	4099442	-	ratt
Erdman_3815	ERv3656c	CDS	Rv3656c	4099781	4099988	-	ratt
Erdman_3816	ERv3657c	CDS	Rv3657c	4099997	4100573	-	ratt
Erdman_3817	ERv3658c	CDS	Rv3658c	4100596	4101397	-	ratt
Erdman_3818	ERv3659c	CDS	Rv3659c	4101393	4102452	-	ratt
Erdman_3819	ERv3660c	CDS	Rv3660c	4102553	4103606	-	ratt
Erdman_3820	B11	ncRNA	RVnc0004	4103843	4103936	-	ratt
Erdman_3821	ERv3661	CDS	Rv3661	4104104	4104968	+	ratt
Erdman_3822	MTS2823	ncRNA	RVnc0036a	4105126	4105426	+	ratt
Erdman_3823	ERv3662c	CDS	Rv3662c	4105722	4106493	-	ratt
Erdman_3824	dppD	CDS	Rv3663c	4106489	4108136	-	ratt
Erdman_3825	dppC	CDS	Rv3664c	4108132	4108933	-	ratt
Erdman_3826	dppB	CDS	Rv3665c	4108988	4109915	-	ratt
Erdman_3827	dppA	CDS	Rv3666c	4109916	4111542	-	ratt
Erdman_3828	acs	CDS	Rv3667	4112249	4114205	+	ratt
Erdman_3829	ERv3668c	CDS	Rv3668c	4114240	4114939	-	ratt
Erdman_3830	ERv3669	CDS	Rv3669	4115284	4115803	+	ratt
Erdman_3831	ephE	CDS	Rv3670	4115803	4116787	+	ratt
Erdman_3832	ERv3671c	CDS	Rv3671c	4116779	4117973	-	ratt
Erdman_3833	ERv3672c	CDS	Rv3672c	4117978	4118800	-	ratt
Erdman_3834	ERv3673c	CDS	Rv3673c	4118931	4119615	-	ratt
Erdman_3835	nth	CDS	Rv3674c	4119614	4120352	-	ratt
Erdman_3836	ERv3675	CDS	Rv3675	4120459	4120837	+	ratt
Erdman_3837	crp	CDS	Rv3676	4120935	4121610	+	ratt
Erdman_3838	ERv3677c	CDS	Rv3677c	4121713	4122508	-	ratt
Erdman_3839	ERv3678c	CDS	Rv3678c	4122514	4122970	-	ratt
Erdman_3840	ERv3678A	CDS	Rv3678A	4122985	4123147	-	ratt
Erdman_3841	ERv3679	CDS	Rv3679	4123231	4124254	+	ratt
Erdman_3842	ERv3680	CDS	Rv3680	4124250	4125411	+	ratt
Erdman_3843	whiB4	CDS	Rv3681c	4125767	4126124	-	ratt
Erdman_3844	ponA2	CDS	Rv3682	4126485	4128918	+	ratt
Erdman_3845	ERv3683	CDS	Rv3683	4128986	4129946	+	ratt
Erdman_3846	ERv3684	CDS	Rv3684	4130008	4131049	+	ratt
Erdman_3847	proY	tRNA	Rvnt40	4131110	4131184	+	ratt
Erdman_3848	cyp137	CDS	Rv3685c	4131864	4133295	-	ratt
Erdman_3849	ERv3686c	CDS	Rv3686c	4133320	4133653	-	ratt
Erdman_3850	rsfB	CDS	Rv3687c	4133892	4134261	-	ratt
Erdman_3851	ERv3688c	CDS	Rv3688c	4134462	4134927	-	ratt
Erdman_3852	ERv3689	CDS	Rv3689	4134926	4136282	+	ratt
Erdman_3853	ERv3690	CDS	Rv3690	4136308	4136962	+	ratt
Erdman_3854	ERv3691	CDS	Rv3691	4137087	4138089	+	ratt
Erdman_3855	moxR2	CDS	Rv3692	4138085	4139162	+	ratt
Erdman_3856	ERv3693	CDS	Rv3693	4139295	4140618	+	ratt
Erdman_3857	ERv3694c	CDS	Rv3694c	4140691	4141684	-	ratt
Erdman_3858	ERv3695	CDS	Rv3695	4141775	4142708	+	ratt
Erdman_3859	glpK	CDS	Rv3696c	4142771	4144325	-	ratt
Erdman_3860	vapC48	CDS	Rv3697c	4144374	4144812	-	ratt
Erdman_3861	vapB48	CDS	Rv3697A	4144808	4145033	-	ratt
Erdman_3862	ERv3698	CDS	Rv3698	4145062	4146592	+	ratt
Erdman_3863	ERv3699	CDS	Rv3699	4146613	4147315	+	ratt
Erdman_3864	egtE	CDS	Rv3700c	4147317	4148490	-	ratt
Erdman_3865	egtD	CDS	Rv3701c	4148520	4149486	-	ratt
Erdman_3866	egtC	CDS	Rv3702c	4149482	4150184	-	ratt
Erdman_3867	etgB	CDS	Rv3703c	4150183	4151461	-	ratt
Erdman_3868	gshA	CDS	Rv3704c	4151457	4152756	-	ratt
Erdman_3869	ERv3705c	CDS	Rv3705c	4152887	4153532	-	ratt
Erdman_3870	ERv3705A	CDS	Rv3705A	4153660	4154050	-	ratt
Erdman_3871	ERv3706c	CDS	Rv3706c	4154160	4154481	-	ratt
Erdman_3872	ERv3707c	CDS	Rv3707c	4154599	4155610	-	ratt
Erdman_3873	asd	CDS	Rv3708c	4155749	4156787	-	ratt
Erdman_3874	ask	CDS	Rv3709c	4156787	4158053	-	ratt
Erdman_3875	leuA	CDS	Rv3710	4158309	4160244	+	ratt
Erdman_3876	dnaQ	CDS	Rv3711c	4160309	4161299	-	ratt
Erdman_3877	ERv3712	CDS	Rv3712	4161609	4162851	+	ratt
Erdman_3878	cobQ2	CDS	Rv3713	4162855	4163551	+	ratt
Erdman_3879	ERv3714c	CDS	Rv3714c	4163559	4164450	-	ratt
Erdman_3880	recR	CDS	Rv3715c	4164517	4165129	-	ratt
Erdman_3881	ERv3716c	CDS	Rv3716c	4165140	4165542	-	ratt
Erdman_3882	ERv3717	CDS	Rv3717	4165676	4166402	+	ratt
Erdman_3883	ERv3718c	CDS	Rv3718c	4166443	4166887	-	ratt
Erdman_3884	ERv3719	CDS	Rv3719	4166934	4168347	+	ratt
Erdman_3885	ERv3720	CDS	Rv3720	4168364	4169627	+	ratt
Erdman_3886	dnaZX	CDS	Rv3721c	4169623	4171360	-	ratt
Erdman_3887	ERv3722c	CDS	Rv3722c	4171449	4172757	-	ratt
Erdman_3888	C8	ncRNA	RVnc0006	4172782	4172910	-	ratt
Erdman_3889	serV	tRNA	Rvnt41	4172973	4173059	+	ratt
Erdman_3890	ERv3723	CDS	Rv3723	4173164	4173929	+	ratt
Erdman_3891	cut5b	CDS		4174234	4174798	+	bakta
Erdman_3892	ERv3725	CDS	Rv3725	4174842	4175772	+	ratt
Erdman_3893	ligA	CDS		4175839	4175986	-	bakta
Erdman_3894	ERv3726	CDS	Rv3726	4176049	4177243	+	ratt
Erdman_3895	ERv3727	CDS	Rv3727	4177583	4179392	+	ratt
Erdman_3896	ERv3728	CDS	Rv3728	4179501	4182699	+	ratt
Erdman_3897	ERv3729	CDS	Rv3729	4182913	4185244	+	ratt
Erdman_3898	ERv3730c	CDS	Rv3730c	4185308	4186349	-	ratt
Erdman_3899	ligC	CDS	Rv3731	4186386	4187463	+	ratt
Erdman_3900	ERv3732	CDS	Rv3732	4187562	4188621	+	ratt
Erdman_3901	ERv3733c	CDS	Rv3733c	4188640	4189141	-	ratt
Erdman_3902	tgs2	CDS	Rv3734c	4189154	4190519	-	ratt
Erdman_3903	ERv3735	CDS	Rv3735	4190717	4191206	+	ratt
Erdman_3904	ERv3736	CDS	Rv3736	4191262	4192324	+	ratt
Erdman_3905	ERv3737	CDS	Rv3737	4192327	4193917	+	ratt
Erdman_3906	PPE66	CDS	Rv3738c	4193913	4194861	-	ratt
Erdman_3907	PPE67	CDS	Rv3739c	4194912	4195146	-	ratt
Erdman_3908	ERv3740c	CDS	Rv3740c	4195461	4196808	-	ratt
Erdman_3909	ERv3741c	CDS	Rv3741c	4196807	4197482	-	ratt
Erdman_3910	ERv3742c	CDS	Rv3742c	4197478	4197874	-	ratt
Erdman_3911	ctpJ	CDS	Rv3743c	4198019	4200002	-	ratt
Erdman_3912	nmtR	CDS	Rv3744	4200068	4200431	+	ratt
Erdman_3913	ERv3745c	CDS	Rv3745c	4200514	4200727	-	ratt
Erdman_3914	PE34	CDS	Rv3746c	4200799	4201135	-	ratt
Erdman_3915	ERv3747	CDS	Rv3747	4201352	4201736	+	ratt
Erdman_3916	ERv3748	CDS	Rv3748	4201865	4202225	+	ratt
Erdman_3917	ERv3749c	CDS	Rv3749c	4202257	4202767	-	ratt
Erdman_3918	ERv3750c	CDS	Rv3750c	4202834	4203227	-	ratt
Erdman_3919	Erdman_3919	CDS		4203502	4203718	+	bakta
Erdman_3920	serX	tRNA	Rvnt42	4203759	4203846	-	ratt
Erdman_3921	ERv3752c	CDS	Rv3752c	4203875	4204334	-	ratt
Erdman_3922	ERv3753c	CDS	Rv3753c	4204349	4204850	-	ratt
Erdman_3923	tyrA	CDS	Rv3754	4205049	4205955	+	ratt
Erdman_3924	ERv3755c	CDS	Rv3755c	4205917	4206517	-	ratt
Erdman_3925	proZ	CDS	Rv3756c	4206522	4207242	-	ratt
Erdman_3926	proW	CDS	Rv3757c	4207238	4207928	-	ratt
Erdman_3927	proV	CDS	Rv3758c	4207915	4209046	-	ratt
Erdman_3928	proX	CDS	Rv3759c	4209054	4210002	-	ratt
Erdman_3929	ERv3760	CDS	Rv3760	4210166	4210469	+	ratt
Erdman_3930	fadE36	CDS	Rv3761c	4210490	4211546	-	ratt
Erdman_3931	ERv3762c	CDS	Rv3762c	4211624	4213505	-	ratt
Erdman_3932	lpqH	CDS	Rv3763	4213675	4214155	+	ratt
Erdman_3933	tcrY	CDS	Rv3764c	4214210	4215638	-	ratt
Erdman_3934	tcrX	CDS	Rv3765c	4215708	4216413	-	ratt
Erdman_3935	ERv3766	CDS	Rv3766	4216921	4217611	+	ratt
Erdman_3936	ERv3767c	CDS	Rv3767c	4217624	4218569	-	ratt
Erdman_3937	ERv3768	CDS	Rv3768	4218698	4219058	+	ratt
Erdman_3938	ERv3769	CDS	Rv3769	4219243	4219516	+	ratt
Erdman_3939	ERv3770c	CDS	Rv3770c	4219828	4220404	-	ratt
Erdman_3940	Erdman_3940	CDS		4220509	4220692	-	bakta
Erdman_3941	Erdman_3941	CDS		4220706	4220898	-	bakta
Erdman_3942	ERv3771c	CDS	Rv3771c	4221032	4221359	-	ratt
Erdman_3943	argU	tRNA	Rvnt43	4221493	4221566	-	ratt
Erdman_3944	serT	tRNA	Rvnt44	4221596	4221685	-	ratt
Erdman_3945	hisC2	CDS	Rv3772	4221762	4222824	+	ratt
Erdman_3946	ERv3773c	CDS	Rv3773c	4222869	4223454	-	ratt
Erdman_3947	echA21	CDS	Rv3774	4223477	4224302	+	ratt
Erdman_3948	lipE	CDS	Rv3775	4224313	4225561	+	ratt
Erdman_3949	ERv3776	CDS	Rv3776	4225717	4227277	+	ratt
Erdman_3950	serU	tRNA	Rvnt45	4227209	4227296	-	ratt
Erdman_3951	ERv3777	CDS	Rv3777	4227322	4228309	+	ratt
Erdman_3952	ERv3778c	CDS	Rv3778c	4228327	4229524	-	ratt
Erdman_3953	ERv3779	CDS	Rv3779	4229613	4231614	+	ratt
Erdman_3954	ERv3780	CDS	Rv3780	4231617	4232154	+	ratt
Erdman_3955	rfbE	CDS	Rv3781	4232157	4232979	+	ratt
Erdman_3956	glfT1	CDS	Rv3782	4232975	4233890	+	ratt
Erdman_3957	rfbD	CDS	Rv3783	4233886	4234729	+	ratt
Erdman_3958	ERv3784	CDS	Rv3784	4234884	4235865	+	ratt
Erdman_3959	ERv3785	CDS	Rv3785	4235948	4237022	+	ratt
Erdman_3960	ERv3786c	CDS	Rv3786c	4237002	4238226	-	ratt
Erdman_3961	ERv3787c	CDS	Rv3787c	4238238	4239165	-	ratt
Erdman_3962	ERv3788	CDS	Rv3788	4239408	4239894	+	ratt
Erdman_3963	ERv3789	CDS	Rv3789	4240002	4240368	+	ratt
Erdman_3964	dprE1	CDS	Rv3790	4240407	4241793	+	ratt
